,Modelos,Acc OPF-Style (mean),Acc OPF-Style (std),Accuracy (mean),Accuracy (std),F1 score (mean),F1 score (std),Tempo Treino (mean),Tempo Treino (std),Tempo Teste (mean),Tempo Teste (std)
0,OPF,0.9030475892059965,0.025531004627935696,0.9983593525120134,0.0004526069532622459,0.6843845776876545,0.07348962269107938,92.5252952599898,4.082920010415908,69.7578202100005,6.501870584373386
1,SVM,0.8792170712649753,0.03571387395787361,0.9977935956514615,0.0008561939796308066,0.6520274681176049,0.0743748286158487,0.2618215000256896,0.0929581260264282,0.24617100995965302,0.05103225797037172
2,KNN,0.8629250153665204,0.030458856944826068,0.9976097281223364,0.0007912327936800342,0.600609020989875,0.08974076477461124,0.003932139999233186,0.00023102304589460147,0.1314212299650535,0.02100508018843805
